aqi,co,no2,o3,pm10,pm2_5,quality,rank,so2,time_point
59,0.5,19,62,68,15,良,152,5,2018-01-08
56,0.8,30,61,62,20,良,150,8,2018-01-09
29,0.5,17,58,28,9,优,12,4,2018-01-10
33,0.6,26,51,30,13,优,23,8,2018-01-11
88,1.3,58,31,103,65,良,227,28,2018-01-12
138,1.6,64,30,127,105,轻度污染,265,21,2018-01-13
158,1.7,73,31,148,120,中度污染,280,23,2018-01-14
78,1.5,58,37,82,57,良,117,15,2018-01-15
78,1.2,52,49,105,41,良,110,12,2018-01-16
94,1.9,73,13,138,70,良,162,22,2018-01-17
104,1.8,75,37,123,78,轻度污染,150,21,2018-01-18
190,2.4,89,28,197,143,中度污染,250,30,2018-01-19
109,1.6,58,49,114,82,轻度污染,183,18,2018-01-20
54,0.6,27,41,57,25,良,64,10,2018-01-21
58,1.2,36,48,51,41,良,83,18,2018-01-22
36,0.7,24,61,36,17,优,8,6,2018-01-23
72,1.1,57,51,58,41,良,243,14,2018-01-24
70,1.3,56,53,61,42,良,260,20,2018-01-25
78,1.1,61,38,65,57,良,266,19,2018-01-26
93,1.1,59,45,70,69,良,253,38,2018-01-27
58,0.8,35,66,65,31,良,127,9,2018-01-28
68,0.7,35,65,86,23,良,156,7,2018-01-29
75,1.3,59,51,80,55,良,163,19,2018-01-30
65,0.7,40,68,79,20,良,105,8,2018-01-31
80,1.2,60,47,109,51,良,140,20,2018-02-01
44,0.4,19,69,44,11,优,32,4,2018-02-02
35,0.5,28,59,31,14,优,12,6,2018-02-03
48,0.8,38,64,40,20,优,34,9,2018-02-04
39,0.9,31,72,37,19,优,30,8,2018-02-05
59,0.8,47,58,50,32,良,96,13,2018-02-06
72,1.3,47,62,78,52,良,95,19,2018-02-07
80,1.2,51,57,73,59,良,132,17,2018-02-08
0,1,40,68,0,0,无,1,14,2018-02-09
46,0.6,24,67,46,15,优,65,6,2018-02-10
61,0.6,30,72,72,18,良,109,7,2018-02-11
62,0.8,31,72,74,28,良,112,11,2018-02-12
83,1.2,47,71,94,61,良,199,25,2018-02-13
59,0.8,26,78,68,40,良,78,11,2018-02-14
94,1,34,92,95,70,良,208,25,2018-02-15
163,1.1,28,88,162,124,中度污染,224,31,2018-02-16
84,1.3,38,58,81,62,良,161,27,2018-02-17
125,1.7,42,71,112,95,轻度污染,287,20,2018-02-18
153,1.5,33,47,132,117,中度污染,315,10,2018-02-19
129,1.7,40,80,102,98,轻度污染,302,23,2018-02-20
122,1.5,42,97,103,92,轻度污染,292,18,2018-02-21
118,1.3,44,80,107,89,轻度污染,298,15,2018-02-22
124,1.6,54,69,142,94,轻度污染,326,23,2018-02-23
34,0.5,19,68,31,12,优,33,7,2018-02-24
54,0.9,43,70,47,35,良,116,19,2018-02-25
189,1.9,64,73,165,142,中度污染,326,18,2018-02-26
159,1.3,41,92,133,121,中度污染,302,14,2018-02-27
144,1.2,46,72,141,110,轻度污染,295,13,2018-02-28
50,0.5,22,82,50,14,优,71,9,2018-03-01
82,1.1,50,68,113,60,良,242,22,2018-03-02
156,1.2,44,37,140,119,中度污染,324,10,2018-03-03
105,0.8,32,69,160,54,轻度污染,313,9,2018-03-04
62,0.9,40,81,73,30,良,245,14,2018-03-05
51,0.7,37,72,52,24,良,146,11,2018-03-06
65,0.9,52,46,70,44,良,244,10,2018-03-07
63,1.1,42,73,60,45,良,193,17,2018-03-08
87,1,54,90,91,64,良,238,18,2018-03-09
103,1.3,54,87,112,77,轻度污染,259,14,2018-03-10
88,1,49,74,80,65,良,219,11,2018-03-11
175,1.7,81,72,144,132,中度污染,314,16,2018-03-12
322,2.6,121,130,255,272,严重污染,336,25,2018-03-13
168,1.5,73,80,105,127,中度污染,325,16,2018-03-14
80,0.8,26,80,109,42,良,251,8,2018-03-15
55,0.8,44,69,47,27,良,205,11,2018-03-16
78,0.9,62,38,47,38,良,298,19,2018-03-17
122,1.1,59,50,73,92,轻度污染,306,4,2018-03-18
110,1.2,52,87,96,83,轻度污染,293,9,2018-03-19
52,0.7,39,82,53,21,良,140,9,2018-03-20
77,0.9,61,82,76,42,良,296,12,2018-03-21
105,1.1,66,102,97,79,轻度污染,297,19,2018-03-22
199,1.6,90,76,168,149,中度污染,333,21,2018-03-23
210,1.7,81,140,140,160,重度污染,337,14,2018-03-24
119,1.1,53,162,103,90,轻度污染,293,15,2018-03-25
129,0.9,37,165,113,98,轻度污染,316,15,2018-03-26
114,0.9,35,124,134,86,轻度污染,307,12,2018-03-27
0,0.7,34,79,0,0,无,2,7,2018-03-28
80,0.6,36,77,109,23,良,217,10,2018-03-29
82,1,65,80,84,46,良,229,16,2018-03-30
145,1.5,84,121,156,111,轻度污染,321,16,2018-03-31
213,1.8,83,150,186,163,重度污染,337,12,2018-04-01
0,1.2,45,163,0,0,无,1,12,2018-04-02
98,0.7,25,64,145,19,良,279,6,2018-04-03
44,0.9,35,64,30,28,优,75,5,2018-04-04
70,0.7,31,64,56,51,良,249,3,2018-04-05
73,0.4,14,82,96,22,良,202,3,2018-04-06
48,0.4,22,96,40,14,优,46,3,2018-04-07
58,1.1,43,86,66,34,良,54,15,2018-04-08
93,1.1,67,106,129,69,良,264,19,2018-04-09
0,1.2,48,88,0,0,无,1,10,2018-04-10
53,0.5,36,103,55,21,良,129,5,2018-04-11
79,0.7,42,88,108,28,良,264,8,2018-04-12
60,0.8,48,68,52,29,良,245,5,2018-04-13
89,0.4,21,99,127,20,良,313,3,2018-04-14
96,0.5,39,102,141,26,良,309,4,2018-04-15
108,0.7,43,134,165,56,轻度污染,303,11,2018-04-16
125,0.7,34,145,200,56,轻度污染,330,10,2018-04-17
120,0.7,34,161,190,62,轻度污染,299,11,2018-04-18
132,0.9,37,195,156,70,轻度污染,322,14,2018-04-19
158,1.2,58,223,144,87,中度污染,334,13,2018-04-20
80,1.1,44,72,77,59,良,297,10,2018-04-21
33,0.7,26,64,27,17,优,19,5,2018-04-22
50,0.7,40,77,44,27,优,159,4,2018-04-23
68,0.5,51,121,47,30,良,233,4,2018-04-24
91,0.6,50,149,70,45,良,269,10,2018-04-25
127,1.1,54,183,121,96,轻度污染,323,16,2018-04-26
115,0.6,41,109,180,31,轻度污染,292,10,2018-04-27
160,1.1,54,225,128,78,中度污染,329,19,2018-04-28
129,0.8,36,191,100,51,轻度污染,313,8,2018-04-29
61,0.7,25,92,72,24,良,145,6,2018-04-30
75,1.3,43,94,100,54,良,227,15,2018-05-01
57,0.5,29,108,40,29,良,148,3,2018-05-02
60,0.4,30,111,44,14,良,129,4,2018-05-03
106,0.7,34,166,93,41,轻度污染,307,11,2018-05-04
80,0.8,31,130,110,43,良,291,8,2018-05-05
97,0.8,36,156,127,44,良,326,7,2018-05-06
76,0.8,36,93,101,37,良,225,8,2018-05-07
67,0.8,53,108,82,26,良,177,10,2018-05-08
100,0.8,62,159,91,38,良,252,11,2018-05-09
123,1,42,185,97,55,轻度污染,321,14,2018-05-10
90,0.9,42,143,86,67,良,301,10,2018-05-11
107,0.9,28,167,84,80,轻度污染,321,6,2018-05-12
115,0.9,38,176,75,50,轻度污染,312,6,2018-05-13
110,1,32,170,104,59,轻度污染,289,7,2018-05-14
89,1.2,44,127,87,66,良,271,9,2018-05-15
88,1.1,37,86,52,65,良,270,3,2018-05-16
57,0.8,30,94,64,27,良,118,8,2018-05-17
62,1,46,114,66,31,良,169,14,2018-05-18
87,1,57,144,71,29,良,303,11,2018-05-19
46,0.8,36,75,39,32,优,95,5,2018-05-20
54,0.7,32,104,32,27,良,208,5,2018-05-21
77,0.6,28,110,104,42,良,288,3,2018-05-22
0,0.7,32,147,0,0,无,1,7,2018-05-23
127,0.8,28,189,127,45,轻度污染,320,10,2018-05-24
120,0.9,26,182,102,52,轻度污染,309,6,2018-05-25
0,0.9,30,165,0,0,无,2,6,2018-05-26
91,0.4,28,134,132,44,良,301,3,2018-05-27
0,0.6,31,102,0,0,无,2,6,2018-05-28
80,0.8,43,135,75,27,良,232,6,2018-05-29
96,0.9,46,155,72,30,良,284,9,2018-05-30
146,0.8,55,210,73,34,轻度污染,319,8,2018-05-31
157,0.9,46,222,78,36,中度污染,65,14,2018-06-01
170,0.9,38,235,90,43,中度污染,68,16,2018-06-02
99,0.8,27,158,117,50,良,45,10,2018-06-03
115,0.7,33,176,77,31,轻度污染,56,6,2018-06-04
125,0.7,26,187,134,39,轻度污染,58,11,2018-06-05
189,0.9,28,254,148,45,中度污染,71,10,2018-06-06
112,0.9,26,173,64,40,轻度污染,51,4,2018-06-07
95,0.8,33,153,42,19,良,55,5,2018-06-08
53,0.8,24,103,25,20,良,32,4,2018-06-09
68,0.9,22,121,27,28,良,35,2,2018-06-10
121,0.8,30,183,49,50,轻度污染,45,4,2018-06-11
155,0.8,29,220,62,45,中度污染,63,7,2018-06-12
58,1,28,109,39,35,良,20,4,2018-06-13
137,1.4,32,200,52,48,轻度污染,70,6,2018-06-14
85,1.2,27,142,41,36,良,37,6,2018-06-15
151,0.8,28,216,72,49,中度污染,70,7,2018-06-16
85,0.8,32,141,57,40,良,41,4,2018-06-17
163,1,29,228,86,64,中度污染,73,6,2018-06-18
114,0.9,23,175,49,43,轻度污染,66,4,2018-06-19
130,0.9,34,192,54,41,轻度污染,64,4,2018-06-20
127,1,40,189,82,51,轻度污染,61,10,2018-06-21
125,1,39,187,93,77,轻度污染,67,7,2018-06-22
165,0.6,26,230,74,34,中度污染,67,7,2018-06-23
151,0.6,23,216,70,31,中度污染,67,7,2018-06-24
112,1,36,173,83,53,轻度污染,353,8,2018-06-25
116,0.8,23,177,54,50,轻度污染,347,3,2018-06-26
107,0.7,24,167,70,43,轻度污染,336,4,2018-06-27
75,0.5,27,130,39,10,良,268,6,2018-06-28
141,0.6,25,205,62,21,轻度污染,343,8,2018-06-29
123,0.8,25,185,71,31,轻度污染,346,10,2018-06-30
65,1,22,117,57,45,良,231,5,2018-07-01
99,0.7,17,158,39,28,良,327,3,2018-07-02
83,0.6,23,139,36,21,良,296,4,2018-07-03
138,0.7,29,201,58,33,轻度污染,354,6,2018-07-04
151,0.9,31,216,84,46,中度污染,352,6,2018-07-05
89,1.5,32,146,60,49,良,311,13,2018-07-06
54,0.7,24,104,41,25,良,264,7,2018-07-07
86,0.7,19,143,46,46,良,337,3,2018-07-08
45,0.6,25,57,33,31,优,217,6,2018-07-09
64,0.5,20,116,23,15,良,290,3,2018-07-10
50,0.6,29,99,40,28,优,206,4,2018-07-11
113,1,31,174,56,50,轻度污染,357,3,2018-07-12
45,0.7,33,54,32,31,优,155,3,2018-07-13
50,0.8,25,99,26,25,优,187,2,2018-07-14
88,0.8,17,145,41,33,良,321,3,2018-07-15
91,0.8,19,149,57,45,良,333,3,2018-07-16
69,0.9,27,122,61,45,良,256,3,2018-07-17
105,0.8,24,165,60,45,轻度污染,355,3,2018-07-18
126,0.9,24,188,73,56,轻度污染,354,3,2018-07-19
113,0.7,20,174,67,43,轻度污染,336,4,2018-07-20
140,0.7,18,203,71,44,轻度污染,357,4,2018-07-21
141,0.9,27,205,84,58,轻度污染,281,7,2018-07-22
49,0.6,23,73,49,29,优,269,6,2018-07-23
32,0.6,12,64,16,8,优,128,3,2018-07-24
60,1.1,21,112,37,25,良,116,2,2018-07-25
89,1.3,22,146,50,34,良,271,5,2018-07-26
89,0.9,17,146,44,33,良,240,7,2018-07-27
110,1,22,170,56,44,轻度污染,304,7,2018-07-28
83,0.9,21,135,63,61,良,322,5,2018-07-29
109,1.1,26,169,62,46,轻度污染,301,6,2018-07-30
127,0.9,31,189,66,43,轻度污染,289,4,2018-07-31
142,1.3,32,206,94,61,轻度污染,268,5,2018-08-01
151,1.3,30,216,70,62,中度污染,324,6,2018-08-02
166,1.2,30,231,77,43,中度污染,273,8,2018-08-03
118,0.8,21,179,54,30,轻度污染,286,7,2018-08-04
60,0.7,14,111,45,20,良,190,3,2018-08-05
65,0.9,22,117,44,19,良,26,5,2018-08-06
59,1.2,31,110,40,33,良,291,4,2018-08-07
43,1.1,26,86,25,28,优,322,4,2018-08-08
107,1.2,30,167,36,22,轻度污染,53,4,2018-08-09
200,1.3,40,265,56,43,中度污染,243,5,2018-08-10
132,1.3,27,195,59,47,轻度污染,254,6,2018-08-11
127,1.3,22,189,49,41,轻度污染,126,5,2018-08-12
131,0.9,23,194,52,35,轻度污染,220,5,2018-08-13
24,0.9,19,29,12,8,优,5,3,2018-08-14
38,0.8,15,76,22,9,优,7,4,2018-08-15
96,0.8,23,155,41,14,良,74,8,2018-08-16
121,0.9,31,183,48,20,轻度污染,269,12,2018-08-17
50,1.1,32,85,50,28,优,290,9,2018-08-18
30,0.5,20,60,19,13,优,153,4,2018-08-19
78,0.9,15,133,31,19,良,38,4,2018-08-20
80,0.8,24,135,42,21,良,234,6,2018-08-21
73,1,58,90,64,24,良,185,7,2018-08-22
118,1.3,43,179,77,41,轻度污染,315,12,2018-08-23
73,1,34,127,55,31,良,325,9,2018-08-24
122,0.9,32,184,62,27,轻度污染,193,11,2018-08-25
143,1.1,30,207,77,39,轻度污染,178,11,2018-08-26
113,0.9,25,174,50,24,轻度污染,230,10,2018-08-27
95,0.9,27,154,56,28,良,225,6,2018-08-28
77,0.7,25,132,39,20,良,261,5,2018-08-29
58,0.9,46,70,42,24,良,128,5,2018-08-30
104,0.9,37,164,43,33,轻度污染,362,6,2018-08-31
65,0.8,29,118,40,30,良,296,8,2018-09-01
63,1,25,98,51,45,良,60,6,2018-09-02
55,0.8,32,105,46,38,良,218,5,2018-09-03
57,0.4,28,108,32,8,良,181,5,2018-09-04
76,0.8,40,131,53,17,良,255,8,2018-09-05
60,0.6,22,81,69,20,良,253,6,2018-09-06
45,0.5,30,89,32,9,优,142,4,2018-09-07
42,0.7,29,84,36,10,优,181,7,2018-09-08
81,0.8,35,137,47,17,良,105,11,2018-09-09
108,1,39,168,66,31,轻度污染,251,16,2018-09-10
113,0.9,26,174,64,34,轻度污染,180,14,2018-09-11
106,0.9,34,166,74,43,轻度污染,327,14,2018-09-12
116,1,45,177,94,55,轻度污染,278,11,2018-09-13
104,1.1,44,164,95,73,轻度污染,332,11,2018-09-14
54,0.8,33,52,58,35,良,326,8,2018-09-15
54,0.7,43,84,46,14,良,259,7,2018-09-16
74,0.8,59,111,78,32,良,279,12,2018-09-17
62,0.8,42,101,65,44,良,306,11,2018-09-18
95,1.1,46,79,62,71,良,304,7,2018-09-19
60,1.2,40,101,45,43,良,273,9,2018-09-20
57,0.8,38,84,59,40,良,323,6,2018-09-21
53,0.6,40,81,56,14,良,135,7,2018-09-22
43,0.4,28,71,43,8,优,99,4,2018-09-23
38,0.6,26,75,31,8,优,100,7,2018-09-24
47,0.6,37,85,34,13,优,73,7,2018-09-25
69,0.8,55,96,59,26,良,206,10,2018-09-26
80,0.9,45,135,59,36,良,268,14,2018-09-27
77,1,42,97,56,56,良,266,6,2018-09-28
42,0.7,33,66,37,17,优,154,7,2018-09-29
39,0.5,31,54,37,12,优,17,7,2018-09-30
45,0.5,36,84,37,13,优,2,5,2018-10-01
55,0.5,44,84,41,15,良,75,5,2018-10-02
75,0.8,60,95,65,31,良,203,9,2018-10-03
115,1.2,48,176,77,50,轻度污染,193,19,2018-10-04
110,1,51,170,72,51,轻度污染,87,15,2018-10-05
51,0.5,33,62,51,20,良,181,6,2018-10-06
65,0.7,52,79,63,23,良,38,8,2018-10-07
78,0.8,62,78,73,35,良,228,11,2018-10-08
35,0.4,23,55,35,7,优,204,5,2018-10-09
47,0.5,37,50,37,13,优,27,6,2018-10-10
52,0.5,41,62,36,14,良,167,6,2018-10-11
80,1.1,64,94,78,49,良,208,13,2018-10-12
117,1.2,69,119,126,88,轻度污染,100,20,2018-10-13
117,1,73,105,116,88,轻度污染,308,15,2018-10-14
119,1.2,68,101,108,90,轻度污染,319,15,2018-10-15
70,1.6,48,63,44,51,良,328,9,2018-10-16
74,1.6,59,53,63,37,良,148,22,2018-10-17
82,1.4,65,67,66,41,良,207,17,2018-10-18
84,1.1,67,115,75,56,良,136,16,2018-10-19
105,1.3,70,124,79,79,轻度污染,301,20,2018-10-20
135,1.4,80,62,113,103,轻度污染,301,20,2018-10-21
122,1.1,54,80,111,92,轻度污染,299,14,2018-10-22
56,0.6,44,65,61,21,良,183,8,2018-10-23
102,1.3,83,62,133,74,轻度污染,238,20,2018-10-24
152,1.5,86,83,130,116,中度污染,322,15,2018-10-25
54,0.4,22,56,57,10,良,151,5,2018-10-26
55,0.6,44,61,50,19,良,76,9,2018-10-27
47,0.5,29,66,47,12,优,92,7,2018-10-28
43,0.5,34,60,35,10,优,141,6,2018-10-29
68,0.8,54,56,59,26,良,207,9,2018-10-30
84,1.1,67,56,72,40,良,297,15,2018-10-31
104,1.6,88,73,85,72,轻度污染,338,17,2018-11-01
120,1.5,87,102,97,91,轻度污染,344,32,2018-11-02
159,1.4,79,125,123,121,中度污染,360,22,2018-11-03
127,1.4,65,21,82,96,轻度污染,356,12,2018-11-04
47,0.9,37,36,27,25,优,140,11,2018-11-05
62,0.7,49,31,48,28,良,320,9,2018-11-06
83,0.9,66,21,76,44,良,348,11,2018-11-07
80,1,58,48,77,59,良,323,16,2018-11-08
78,0.8,45,44,73,57,良,290,9,2018-11-09
62,0.9,49,35,61,20,良,186,15,2018-11-10
70,0.9,56,71,66,40,良,228,12,2018-11-11
109,1.2,67,72,86,82,轻度污染,302,14,2018-11-12
188,1.8,80,87,125,141,中度污染,356,21,2018-11-13
217,2.3,80,35,140,167,重度污染,362,13,2018-11-14
156,1.8,53,16,93,119,中度污染,347,11,2018-11-15
50,0.8,40,52,29,21,优,243,11,2018-11-16
78,1,56,39,76,57,良,341,18,2018-11-17
89,1.1,57,34,95,66,良,327,12,2018-11-18
127,1.4,70,34,128,96,轻度污染,352,19,2018-11-19
119,1.4,64,33,114,90,轻度污染,334,18,2018-11-20
55,0.8,44,38,49,30,良,184,12,2018-11-21
85,1.1,61,39,80,63,良,285,13,2018-11-22
123,1.9,76,33,125,93,轻度污染,333,23,2018-11-23
132,1.6,67,52,114,100,轻度污染,298,18,2018-11-24
240,2,100,37,193,190,重度污染,345,22,2018-11-25
305,2.2,82,28,232,255,严重污染,330,14,2018-11-26
0,1.3,60,52,0,0,无,256,9,2018-11-27
121,1.4,69,12,192,54,轻度污染,228,20,2018-11-28
73,1,50,29,96,34,良,137,19,2018-11-29
100,1.2,72,38,150,59,良,215,15,2018-11-30
153,2.2,86,21,198,117,中度污染,277,22,2018-12-01
156,2.6,65,4,139,119,中度污染,274,14,2018-12-02
0,0.9,37,47,0,0,无,313,8,2018-12-03
75,0.6,42,52,99,22,良,241,9,2018-12-04
76,0.8,54,24,101,33,良,254,12,2018-12-05
53,0.5,29,54,55,24,良,211,7,2018-12-06
39,0.4,26,49,39,10,优,158,7,2018-12-07
50,0.5,31,54,50,15,优,224,8,2018-12-08
69,1,55,38,73,47,良,262,20,2018-12-09
97,1.3,77,14,85,58,良,289,25,2018-12-10
63,0.7,44,44,76,36,良,188,12,2018-12-11
107,1.3,66,26,126,80,轻度污染,266,25,2018-12-12
65,0.8,52,54,66,43,良,126,12,2018-12-13
88,1,70,33,69,47,良,204,20,2018-12-14
179,1.6,75,28,154,135,中度污染,340,23,2018-12-15
293,2.6,110,21,272,243,重度污染,367,32,2018-12-16
65,0.8,52,47,64,38,良,169,13,2018-12-17
80,1.1,64,52,93,56,良,175,18,2018-12-18
100,1.3,80,35,96,48,良,208,16,2018-12-19
102,1.6,84,23,104,58,轻度污染,150,22,2018-12-20
87,1.3,69,32,107,63,良,118,17,2018-12-21
100,1.4,71,30,124,75,良,261,20,2018-12-22
53,0.4,27,58,56,13,良,232,7,2018-12-23
78,1.1,62,32,99,50,良,155,20,2018-12-24
79,1.3,60,43,108,54,良,233,16,2018-12-25
53,0.7,38,44,55,19,良,176,13,2018-12-26
56,0.5,22,53,62,13,良,217,7,2018-12-27
49,0.5,25,50,49,13,优,188,7,2018-12-28
55,0.8,44,51,57,26,良,191,13,2018-12-29
72,1.3,57,29,57,30,良,263,18,2018-12-30
88,1.8,70,19,77,50,良,283,26,2018-12-31
79,1.4,63,30,84,58,良,222,23,2019-01-01
95,1.4,71,31,97,71,良,208,20,2019-01-02
173,1.9,94,22,151,131,中度污染,294,32,2019-01-03
75,1,52,54,61,55,良,180,12,2019-01-04
65,0.9,52,48,44,20,良,177,11,2019-01-05
94,1.4,75,29,80,51,良,218,22,2019-01-06
80,1.2,64,41,80,55,良,198,15,2019-01-07
48,0.5,38,61,38,14,优,96,7,2019-01-08
70,1,56,45,66,39,良,231,20,2019-01-09
150,1.9,72,23,160,115,轻度污染,324,30,2019-01-10
272,2.5,86,18,232,222,重度污染,358,24,2019-01-11
298,2.7,68,12,259,248,重度污染,355,12,2019-01-12
287,3.2,88,33,254,237,重度污染,343,10,2019-01-13
255,2.7,82,44,278,205,重度污染,329,16,2019-01-14
56,0.5,27,62,61,13,良,124,7,2019-01-15
83,1.2,57,36,115,54,良,280,22,2019-01-16
119,1.7,81,24,143,90,轻度污染,335,32,2019-01-17
168,2,93,18,175,127,中度污染,340,36,2019-01-18
94,1.7,66,41,102,70,良,201,23,2019-01-19
42,0.6,33,65,39,17,优,73,8,2019-01-20
78,1.2,59,54,91,57,良,207,20,2019-01-21
112,1.5,79,44,125,84,轻度污染,279,34,2019-01-22
80,1.2,64,52,73,45,良,150,17,2019-01-23
78,1.2,62,31,74,48,良,127,14,2019-01-24
55,0.9,44,69,56,31,良,70,9,2019-01-25
63,1,50,54,47,25,良,139,14,2019-01-26
118,1.4,61,41,126,89,轻度污染,288,21,2019-01-27
49,0.7,36,67,49,21,优,51,9,2019-01-28
129,1.7,76,44,137,98,轻度污染,277,32,2019-01-29
118,1.3,50,64,135,89,轻度污染,266,16,2019-01-30
40,0.7,24,60,40,20,优,60,9,2019-01-31
99,1.3,39,67,134,74,良,298,20,2019-02-01
149,1.8,41,52,140,114,轻度污染,342,14,2019-02-02
114,1,22,70,178,68,轻度污染,277,7,2019-02-03
118,1.3,30,78,186,88,轻度污染,261,18,2019-02-04
158,1.5,26,57,204,120,中度污染,305,16,2019-02-05
58,1,18,60,65,33,良,121,16,2019-02-06
37,0.5,9,74,32,12,优,53,5,2019-02-07
42,0.8,26,69,42,26,优,89,12,2019-02-08
33,0.6,15,66,28,16,优,220,8,2019-02-09
52,0.9,33,56,48,36,良,198,14,2019-02-10
130,1.4,41,64,122,99,轻度污染,330,15,2019-02-11
79,1,32,50,68,58,良,315,12,2019-02-12
63,1.2,35,51,60,45,良,209,18,2019-02-13
37,0.5,29,65,29,23,优,61,8,2019-02-14
37,0.5,22,73,32,20,优,73,5,2019-02-15
37,0.4,20,74,22,10,优,54,5,2019-02-16
38,0.5,30,73,31,17,优,78,8,2019-02-17
115,1.3,68,57,99,87,轻度污染,338,22,2019-02-18
179,1.3,43,45,109,135,中度污染,339,10,2019-02-19
155,1.2,53,83,125,118,中度污染,288,10,2019-02-20
238,1.8,70,106,214,188,重度污染,346,14,2019-02-21
287,2.3,82,86,287,237,重度污染,360,16,2019-02-22
120,1.8,82,95,100,91,轻度污染,244,20,2019-02-23
226,2.3,102,89,174,176,重度污染,348,27,2019-02-24
80,1.6,64,52,69,49,良,257,23,2019-02-25
88,1.3,70,37,60,30,良,235,16,2019-02-26
89,1.4,69,71,99,66,良,253,19,2019-02-27
208,1.7,84,110,183,158,重度污染,347,22,2019-02-28
178,1.4,78,102,150,134,中度污染,332,16,2019-03-01
173,1.3,64,140,140,131,中度污染,331,17,2019-03-02
189,1.3,55,125,156,142,中度污染,336,16,2019-03-03
183,1.5,60,86,146,138,中度污染,344,14,2019-03-04
132,1.4,52,91,89,100,轻度污染,293,11,2019-03-05
55,0.5,27,84,59,16,良,149,6,2019-03-06
63,0.9,50,92,71,41,良,178,10,2019-03-07
75,0.9,50,102,84,55,良,255,13,2019-03-08
94,1.1,66,80,91,70,良,301,17,2019-03-09
93,1.4,69,79,92,69,良,279,13,2019-03-10
69,0.8,38,88,53,50,良,202,6,2019-03-11
42,0.5,23,84,35,10,优,15,6,2019-03-12
47,0.5,37,90,45,17,优,34,8,2019-03-13
59,1.1,42,84,67,28,良,141,11,2019-03-14
47,0.4,23,85,47,12,优,187,8,2019-03-15
68,0.9,53,77,86,37,良,40,15,2019-03-16
79,1.1,60,113,96,58,良,244,17,2019-03-17
119,1.1,48,126,138,90,轻度污染,192,19,2019-03-18
85,0.9,37,121,104,63,良,275,14,2019-03-19
84,1.1,56,82,90,62,良,265,12,2019-03-20
43,0.4,23,86,38,14,优,134,5,2019-03-21
54,0.6,43,89,45,22,良,221,6,2019-03-22
45,0.4,19,89,37,12,优,227,5,2019-03-23
67,0.8,34,93,83,38,良,144,13,2019-03-24
79,0.7,50,99,98,58,良,295,10,2019-03-25
102,1.1,57,91,125,76,轻度污染,184,16,2019-03-26
90,1.1,48,88,129,53,良,288,16,2019-03-27
39,0.4,31,74,39,13,优,133,8,2019-03-28
66,0.5,47,93,81,24,良,85,9,2019-03-29
53,0.3,18,85,55,10,良,127,4,2019-03-30
50,0.4,40,97,49,20,优,95,7,2019-03-31
55,1.1,40,90,60,26,良,130,19,2019-04-01
55,0.9,44,93,59,30,良,83,16,2019-04-02
81,0.7,52,137,77,41,良,131,13,2019-04-03
139,1,37,192,197,106,轻度污染,259,19,2019-04-04
282,0.5,27,88,407,35,重度污染,307,10,2019-04-05
80,1,39,102,110,30,良,167,19,2019-04-06
68,0.8,50,94,86,27,良,146,13,2019-04-07
52,0.6,30,82,54,15,良,106,10,2019-04-08
43,0.7,29,80,43,22,优,96,10,2019-04-09
58,0.6,36,109,50,33,良,158,7,2019-04-10
79,0.7,33,125,67,58,良,271,11,2019-04-11
104,0.9,35,128,79,78,轻度污染,293,11,2019-04-12
163,1.1,50,86,113,124,中度污染,305,13,2019-04-13
63,0.4,29,112,76,20,良,160,6,2019-04-14
73,0.8,31,127,94,42,良,289,15,2019-04-15
102,0.9,41,162,97,71,轻度污染,273,14,2019-04-16
96,0.9,36,154,142,71,良,317,14,2019-04-17
141,0.8,36,94,232,42,轻度污染,299,11,2019-04-18
57,0.6,36,81,64,17,良,112,8,2019-04-19
75,0.8,60,52,70,34,良,252,10,2019-04-20
83,1.2,50,106,109,61,良,269,15,2019-04-21
119,1,51,173,117,90,轻度污染,240,13,2019-04-22
104,1,32,109,49,78,轻度污染,330,8,2019-04-23
56,0.8,30,65,62,25,良,70,8,2019-04-24
54,0.5,19,104,26,17,良,15,5,2019-04-25
68,0.5,22,121,37,32,良,154,5,2019-04-26
59,0.7,42,81,44,42,良,218,7,2019-04-27
81,0.7,38,137,42,51,良,268,7,2019-04-28
114,0.9,52,165,84,86,轻度污染,282,10,2019-04-29
85,0.7,43,105,104,63,良,314,7,2019-04-30
59,0.4,40,110,52,19,良,219,7,2019-05-01
95,0.5,32,153,66,31,良,171,12,2019-05-02
118,0.6,29,179,86,44,轻度污染,210,13,2019-05-03
128,0.7,26,190,85,48,轻度污染,244,15,2019-05-04
73,0.5,24,97,95,34,良,142,9,2019-05-05
60,0.4,34,112,52,22,良,234,8,2019-05-06
76,0.5,29,131,64,31,良,272,12,2019-05-07
94,0.8,39,152,104,65,良,289,19,2019-05-08
135,1,51,198,114,78,轻度污染,311,18,2019-05-09
128,0.8,34,190,94,57,轻度污染,224,15,2019-05-10
129,1,47,191,83,72,轻度污染,310,12,2019-05-11
148,1,41,119,245,102,轻度污染,267,10,2019-05-12
74,0.3,23,115,97,35,良,308,7,2019-05-13
111,0.8,39,172,172,57,轻度污染,199,15,2019-05-14
110,0.8,25,170,163,62,轻度污染,315,10,2019-05-15
134,0.9,24,197,103,68,轻度污染,239,10,2019-05-16
90,0.9,23,147,75,54,良,289,8,2019-05-17
